"Report Name","Document comment Annotator 1","Document comment Annotator 2","Document-level expert adjudication requested by at least 1 annotator","Expert ID 1.g1","Expert ID 2.g1","Expert document comment.g1","started.g1","ended.g1","ID","Page used","LLM Year","LLM Scope","LLM Value","LLM Unit","row_expert_requested_by_at_least_one_annotator_or_disagreement","Value correct (Yes/No) Ann 1","Value corrected Ann 1","Corrected page Ann 1","Value correct (Yes/No) Ann 2","Value corrected Ann 2","Corrected page Ann 2","Value: Who is right?.g1","Value corrected (fill in if necessary).g1","Value Reasoning (select if necessary, if multiple apply choose first).g1","Unit correct (Yes/No) Ann 1","Unit corrected Ann 1","Unit correct (Yes/No) Ann 2","Unit corrected Ann 2","Unit: Who is right?.g1","Unit corrected (fill in if necessary).g1","Unit reasoning  (select if necessary, if multiple apply choose first).g1","Comment Ann1","Comment Ann2","Page corrected (fill in if necessary).g1","Expert comment.g1","Unclear record (Yes/No).g1","true_value.g1","true_unit.g1","true_page.g1","Expert ID 1.g2","Expert ID 2.g2","Expert document comment.g2","started.g2","ended.g2","Value: Who is right?.g2","Value corrected (fill in if necessary).g2","Value Reasoning (select if necessary, if multiple apply choose first).g2","Unit: Who is right?.g2","Unit corrected (fill in if necessary).g2","Unit reasoning  (select if necessary, if multiple apply choose first).g2","Page corrected (fill in if necessary).g2","Expert comment.g2","Unclear record (Yes/No).g2","true_value.g2","true_unit.g2","true_page.g2","agreement_value","agreement_unit","agreement_page","agreement_value_unit","agreement_value_unit_page","at_least_one_group_flagged_unclear","Value Ann 1","Value Ann 2","Unit Ann 1","Unit Ann 2","row_disagreement_value_unit_page_or_unclear"
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1072",NA,2013,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1073",NA,2014,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1074",NA,2015,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1075",NA,2016,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1076",NA,2017,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1077",NA,2018,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1078",NA,2019,"2lb",NA,NA,"Yes","No",406.6,"50",NA,NA,NA,"Ann1",NA,NA,"No","tonnes",NA,NA,"Neither","tonnes of CO2 equivalents",NA,NA,NA,NA,NA,"No",406.6,"tonnes of CO2 equivalents","50","11.0","14.0",NA,"15:30:00","15:34:59","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",406.6,"tonnes","50",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,406.6,NA,"tonnes",NA,TRUE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1079",NA,2020,"2lb",NA,NA,"Yes","No",398.14,"50",NA,NA,NA,"Ann1",NA,NA,"No","tonnes",NA,NA,"Neither","tonnes of CO2 equivalents",NA,NA,NA,NA,NA,"No",398.14,"tonnes of CO2 equivalents","50","11.0","14.0",NA,"15:30:00","15:34:59","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",398.14,"tonnes","50",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,398.14,NA,"tonnes",NA,TRUE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","x_49_2020_2lb",NA,2020,"2lb",NA,NA,"Yes","No",398.14,"49",NA,NA,NA,"Ann1",NA,NA,"No","metric tons of CO2 equivalents",NA,NA,"Ann1",NA,NA,NA,NA,NA,NA,"No",398.14,"metric tons of CO2 equivalents","49","11.0","14.0",NA,"15:30:00","15:34:59","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",398.14,"metric tons of CO2 equivalents","49",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,398.14,NA,"metric tons of CO2 equivalents",NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1080",NA,2021,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1081",NA,2022,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1082",NA,2013,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1083",NA,2014,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1084",NA,2015,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1085",NA,2016,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1086",NA,2017,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1087",NA,2018,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1088","46",2019,"3",3767.9,"tonnes of CO2e","No","No",3637.97,"50","No",NA,NA,NA,NA,NA,"No","tonnes","No",NA,NA,NA,NA,"Extracted value only refers to flights",NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3637.97,NA,"tonnes",NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1089","47",2019,"3",113.12,"tonnes (Rental cars only, rail travel not specifie","No","No",3637.97,"50","No",NA,NA,NA,NA,NA,"No","tonnes","No",NA,NA,NA,NA,"Extracted value only refers to rental cars",NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3637.97,NA,"tonnes",NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1090","50",2019,"3",3637.97,"tonnes","Yes","Yes",NA,NA,"No",NA,NA,"Ann1",NA,NA,"Yes",NA,"No",NA,"Neither","tonnes of CO2 equivalents",NA,NA,NA,NA,NA,"No",3637.97,"tonnes of CO2 equivalents","50","11.0","14.0",NA,"15:30:00","15:34:59","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",3637.97,"tonnes","50",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3637.97,NA,"tonnes",NA,TRUE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1091","46",2020,"3",1215.4,"tonnes of CO2e","No","No",1310.1,"50","No",NA,NA,NA,NA,NA,"No","tonnes","No",NA,NA,NA,NA,"Extracted value only refers to flights",NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1310.1,NA,"tonnes",NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1092","47",2020,"3",79.8,"tonnes (Rental cars only, rail travel not specifie","No","No",1310.1,"50","No",NA,NA,NA,NA,NA,"No","tonnes","No",NA,NA,NA,NA,"Extracted value only refers to rental cars",NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1310.1,NA,"tonnes",NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1093","50",2020,"3",1310.1,"tonnes","Yes","Yes",NA,NA,"No",NA,NA,"Ann1",NA,NA,"Yes",NA,"No",NA,"Neither","tonnes of CO2 equivalents",NA,NA,NA,NA,NA,"No",1310.1,"tonnes of CO2 equivalents","50","11.0","14.0",NA,"15:30:00","15:34:59","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",1310.1,"tonnes","50",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1310.1,NA,"tonnes",NA,TRUE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","x_49_2020_3",NA,2020,"3",NA,NA,"Yes","No",1310.1,"49",NA,NA,NA,"Ann1",NA,NA,"No","metric tons of CO2 equivalents",NA,NA,"Ann1",NA,NA,NA,NA,NA,NA,"No",1310.1,"metric tons of CO2 equivalents","49","11.0","14.0",NA,"15:30:00","15:34:59","Ann1",NA,NA,"Ann1",NA,NA,NA,NA,"No",1310.1,"metric tons of CO2 equivalents","49",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1310.1,NA,"metric tons of CO2 equivalents",NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1094",NA,2021,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"aixtron_2020_report.pdf",NA,NA,"No","12.0","13.0",NA,"15:57:00","16:21:59","1095",NA,2022,"3",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"11.0","14.0",NA,"15:30:00","15:34:59",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1249",NA,2013,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1250",NA,2014,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1251",NA,2015,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1252","18",2016,"1",20805,"tonnes CO2","Yes","Yes",NA,NA,"No",NA,NA,"Ann2",NA,NA,"Yes",NA,"No",NA,"Ann2",NA,NA,NA,"Just for Singapore facilities",NA,"Australia emissions are missing (they are in the text but are not added)","No",NA,NA,"18","13.0","14.0",NA,"17:02:00","17:08:00","Ann2",NA,"2. WV: Extracted value is not related to the whole company","Ann2",NA,NA,NA,NA,"No",NA,NA,"18",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,20805,NA,"tonnes CO2",NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1253","18",2017,"1",27073,"tonnes CO2","Yes","Yes",NA,NA,"No",NA,NA,"Ann2",NA,NA,"Yes",NA,"No",NA,"Ann2",NA,NA,NA,"Just for Singapore facilities",NA,"Australia emissions are missing (they are in the text but are not added)","No",NA,NA,"18","13.0","14.0",NA,"17:02:00","17:08:00","Ann2",NA,"2. WV: Extracted value is not related to the whole company","Ann2",NA,NA,NA,NA,"No",NA,NA,"18",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,27073,NA,"tonnes CO2",NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1254",NA,2018,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1255",NA,2019,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1256",NA,2020,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1257",NA,2021,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1258",NA,2022,"1",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1259",NA,2013,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1260",NA,2014,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1261",NA,2015,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1262","18",2016,"2mb",59888,"tonnes CO2","No","No",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,"Scope 2 is not seperated into MB or LB, so considering as LB due to guidelines.","Just for Singapore facilities",NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1263","18",2017,"2mb",57884,"tonnes CO2","No","No",NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,"No",NA,NA,NA,NA,"Scope 2 is not seperated into MB or LB, so considering as LB due to guidelines.","Just for Singapore facilities",NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1264",NA,2018,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1265",NA,2019,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1266",NA,2020,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1267",NA,2021,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1268",NA,2022,"2mb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1269",NA,2013,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1270",NA,2014,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
"suntec_2017_report.pdf",NA,NA,"No","11.0","12.0",NA,"12:31:00","12:35:59","1271",NA,2015,"2lb",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,"13.0","14.0",NA,"17:02:00","17:08:00",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,FALSE
